Customer_Name,Email,Phone,Adresse,Age,Gender,Location,Customer_Segment,Category,Subcategory,Product,Price,Quantity,Weight,Date_Order,Tax_5_percent,Payement,Shipper,Shipping_Method,Shipping Costs,Inventory_id,StockLevel,Restock_Threshold,Last_Restock_Date,Warehouse_Name,Location_warehouse,Supplier_Name,Supplier_Phone,Location_Supplier,Quality_Score,rating_customer
Robin Perry,Robin_Perry@hotmail.com,817.767.7282,9531 Joanne Village,8,Female,El Salvador,Gold,Energy,Biofuels,Biogas,11,-3,0.6952347544795746,2023-11-28,0.55,Credit Card,DHL,Air,47.27,19,4003,150,2023-07-12,China WH,China,"Brooks, Robinson and Soto",(694)439-3315x816,Turkey,4.22,5
Jose Hodges,Jose_Hodges@outlook.fr,411.686.2708x77768,45421 Michael Junctions Suite 546,-68,Male,Canada,Bronze,Agriculture,Biopesticides,Neem oil-based insecticides,71,-6,0.7919041355931883,2023-12-01,3.55,Ewallet,FedEx,Air,46.47,6,4006,150,2023-07-12,China WH,China,Gomez-Delgado,001-465-393-4419,China,1.1,4
Sandra Greene,Sandra_Greene@hotmail.com,(309)397-1945,82469 Brady Road,-21,Female,Burundi,Gold,Agriculture,Biopesticides,Neem oil-based insecticides,71,4,1.3514845998322322,2023-12-03,3.55,Credit Card,GeoPost,Ground,11.88,6,3996,150,2023-07-12,Japan WH,Japan,Lopez Ltd,4454022428,Turkey,2.29,
John Mayer,John_Mayer@gmail.com,+1-370-916-4912x0209,092 Brown Crossing,22,Male,Bouvet Island (Bouvetoya),Silver,Materials and Chemicals,Bioplastics,PLA (Polylactic Acid),23,6,1.8094202809716227,2023-11-28,1.15,Cash,United Parcel Service,Sea,17.32,18,3994,150,2023-07-12,Japan WH,Japan,Hatfield LLC,+1-303-345-0630x59526,France,1.06,1
Cameron Rogers,Cameron_Rogers@outlook.fr,(905)589-6956x6604,47144 Benjamin Road,-77,Male,Liechtenstein,Gold,Agriculture,Biopesticides,Bacillus thuringiensis (Bt) products,44,-1,1.6656134555074391,2023-12-02,2.2,Credit Card,United Parcel Service,Ground,39.75,16,4001,150,2023-07-12,China WH,China,Weber-Gibson,612.566.5141x524,China,2.26,1
Grace Walters,Grace_Walters@gmail.com,693.862.7440x441,241 Young Islands Apt. 751,-28,Male,Reunion,Gold,Food and Beverages,Plant-Based Meat Alternatives,Tempeh,31,-5,1.7182320296878646,2023-11-30,1.55,Ewallet,Hermés Internation,Ground,31.75,11,4005,150,2023-07-12,Japan WH,Japan,Gilbert-Gibson,001-727-584-2405x57481,France,4.35,4
Lauren Walker,Lauren_Walker@youcode.ma,666.466.7658x255,0482 Michael Shore,-61,Female,Slovenia,Gold,Materials and Chemicals,Bioplastics,PLA (Polylactic Acid),23,-3,1.705865531670657,2023-12-02,1.15,Ewallet,FedEx,Air,27.79,18,4003,150,2023-07-12,China WH,China,"Hill, Garcia and Cline",965.818.0762,China,4.47,1
Margaret Nguyen,Margaret_Nguyen@yopmail.com,570.419.6848x7634,12659 Michael Park Apt. 681,80,Female,Montserrat,Silver,Materials and Chemicals,Bioplastics,PLA (Polylactic Acid),23,-5,1.023838251400714,2023-12-02,1.15,Cash,FedEx,Ground,12.35,18,4005,150,2023-07-12,China WH,China,Garcia Group,278-957-1554x52796,Colombia,4.72,5
Jimmy Welch,Jimmy_Welch@maroc.ma,(812)769-5559,93970 Ann Mission Suite 406,39,Female,Sweden,Bronze,Pharmaceuticals,Herbal Medicines,Echinacea extracts,46,0,0.9884876620707349,2023-12-01,2.3,Cash,FedEx,Ground,6.82,7,4000,150,2023-07-12,Turkey WH,Turkey,Anderson-Bryan,001-826-887-2792,Colombia,3.97,1
Michael Kim,Michael_Kim@outlook.fr,(676)866-0931x80778,2894 Allen Flats,16,Female,British Virgin Islands,Gold,Materials and Chemicals,Bioplastics,PLA (Polylactic Acid),23,-3,0.17626761773194655,2023-12-01,1.15,Cash,GeoPost,Ground,43.25,18,4003,150,2023-07-12,China WH,China,"Chung, Martin and Crawford",001-677-248-5462x1571,Colombia,1.2,1
Christine Moore,Christine_Moore@gmail.com,+1-845-799-1121x52823,4717 Carrie Rest,-76,Female,Eritrea,Bronze,Food and Beverages,Plant-Based Meat Alternatives,Seitan,16,-5,0.9867932594324291,2023-11-29,0.8,Credit Card,GeoPost,Sea,7.64,8,4005,150,2023-07-12,China WH,China,Gates-Bailey,+1-479-518-3059x84644,Colombia,2.35,1
Nathan Lutz,Nathan_Lutz@maroc.ma,661.951.7869x56602,42128 Davis Locks Apt. 896,-14,Female,Iraq,Gold,Food and Beverages,Organic Food,organic dairy products,61,-9,1.371611477154345,2023-12-01,3.05,Credit Card,DHL,Ground,11.33,1,4009,150,2023-07-12,Turkey WH,Turkey,Torres-Walton,(680)878-5267,China,4.93,1
Emily Pugh,Emily_Pugh@hotmail.com,+1-799-346-3974x14719,69835 Donna Fork,-8,Female,Northern Mariana Islands,Silver,Energy,Biomass,Wood pellets,11,-3,0.9709027123920466,2023-11-29,0.55,Ewallet,United Parcel Service,Ground,21.64,4,4003,150,2023-07-12,Turkey WH,Turkey,Lang and Sons,677.854.2256x2435,Turkey,2.22,1
Laura Navarro,Laura_Navarro@youcode.ma,(556)638-4873x827,20696 Jones Village Suite 874,-72,Male,Portugal,Gold,Pharmaceuticals,Biopharmaceuticals,Insulin,11,7,1.8860060331778854,2023-11-30,0.55,Cash,DHL,Sea,44.11,3,3993,150,2023-07-12,China WH,China,Fox PLC,(737)703-9011x091,France,3.29,1
Kathleen Kennedy,Kathleen_Kennedy@gmail.com,526-917-8401x39042,91408 David Fields,56,Male,Netherlands,Silver,Agriculture,Biopesticides,Neem oil-based insecticides,71,3,1.155345814002948,2023-11-27,3.55,Cash,DHL,Ground,44.62,6,3997,150,2023-07-12,Turkey WH,Turkey,"Lee, Matthews and Miller",001-822-603-5357x16047,Colombia,1.36,2
Tyler Barry,Tyler_Barry@hotmail.com,996.516.5823x800,743 Meyer Roads,-59,Male,Estonia,Bronze,Pharmaceuticals,Herbal Medicines,Turmeric supplements,29,-9,1.2201318810537947,2023-12-01,1.45,Ewallet,DHL,Ground,22.93,2,4009,150,2023-07-12,China WH,China,"Flores, Robinson and Cox",517-987-8094x69672,Turkey,3.21,4
Angela Johnson,Angela_Johnson@outlook.fr,+1-741-653-7530x6427,2600 Christopher Landing Apt. 934,-59,Female,Svalbard & Jan Mayen Islands,Silver,Food and Beverages,Organic Food,organic dairy products,61,-5,1.973314324444495,2023-12-02,3.05,Credit Card,United Parcel Service,Sea,44.66,1,4005,150,2023-07-12,China WH,China,"Garcia, Phillips and Gallegos",+1-328-444-2269,China,4.82,5
Debra Lopez,Debra_Lopez@youcode.ma,961-840-6152x64072,95337 Norman Junctions Apt. 848,33,Female,Samoa,Silver,Materials and Chemicals,Bioplastics,PLA (Polylactic Acid),23,-6,1.449258126363169,2023-11-28,1.15,Credit Card,Hermés Internation,Sea,10.99,18,4006,150,2023-07-12,Turkey WH,Turkey,Hanson-Bailey,339-886-6790,Turkey,4.26,2
Brandon Bentley,Brandon_Bentley@outlook.fr,944.933.0601,697 Mark Springs Apt. 677,38,Female,Switzerland,Gold,Agriculture,Biopesticides,Bacillus thuringiensis (Bt) products,44,-8,1.987558493911774,2023-11-30,2.2,Credit Card,United Parcel Service,Air,12.24,16,4008,150,2023-07-12,Turkey WH,Turkey,"Carey, Foster and Schmidt",+1-627-734-1549,China,2.6,
Mark Simon,Mark_Simon@hotmail.com,001-766-623-3787x458,253 Kaitlin Summit Suite 614,-67,Male,Guam,Silver,Materials and Chemicals,Biodegradable Packaging,Compostable bags,34,9,1.8064408147701694,2023-11-30,1.7,Credit Card,GeoPost,Sea,26.98,17,3991,150,2023-07-12,Turkey WH,Turkey,Sawyer Group,(934)214-2737x945,Turkey,2.52,2
Nancy Ramsey,Nancy_Ramsey@hotmail.com,(581)201-1358x52121,0027 Hampton Points,-30,Female,Brazil,Gold,Energy,Biofuels,Biogas,11,-5,0.8598565571952889,2023-11-29,0.55,Credit Card,GeoPost,Air,45.21,19,4005,150,2023-07-12,Turkey WH,Turkey,"Skinner, Edwards and Peterson",001-273-231-7836x0725,USA,3.65,2
Colin Sweeney,Colin_Sweeney@hotmail.com,(413)981-3028x007,27587 Ashlee Stream,-74,Female,El Salvador,Silver,Agriculture,Biofertilizers,Rhizobium-based fertilizers,80,-5,1.8458160513615598,2023-12-02,4.0,Ewallet,DHL,Sea,5.86,10,4005,150,2023-07-12,China WH,China,Wong-Jones,+1-944-989-7695x0712,Turkey,2.3,1
Jennifer Ray,Jennifer_Ray@gmail.com,3987268531,46138 Joshua Plaza Suite 769,85,Female,Saint Pierre and Miquelon,Silver,Materials and Chemicals,Biodegradable Packaging,Biodegradable food containers,30,10,1.2235663999007556,2023-12-02,1.5,Cash,GeoPost,Ground,45.88,20,3990,150,2023-07-12,China WH,China,Ferguson Ltd,659-934-6303,USA,4.1,4
Anthony Smith,Anthony_Smith@gmail.com,(866)940-6348x408,8728 Collins Islands,-90,Male,Trinidad and Tobago,Bronze,Materials and Chemicals,Bioplastics,PHA (Polyhydroxyalkanoates),11,-8,0.2413081062844594,2023-11-28,0.55,Credit Card,GeoPost,Sea,29.43,22,4008,150,2023-07-12,Japan WH,Japan,Banks-Thomas,(490)214-6642x921,China,1.21,2
Melanie Brown,Melanie_Brown@outlook.fr,(587)757-1891,6264 Ethan Springs,77,Female,Romania,Gold,Food and Beverages,Organic Food,Organic fruits and vegetables,36,-6,0.6741923745276822,2023-12-01,1.8,Credit Card,Hermés Internation,Ground,39.87,14,4006,150,2023-07-12,Turkey WH,Turkey,"Bell, Baxter and Duffy",7796573141,Colombia,1.93,3
Debra Jones,Debra_Jones@hotmail.com,329.764.4086x475,38121 Palmer Street,-62,Male,Botswana,Silver,Energy,Biofuels,Biodiesel,5,-6,0.8805409437952285,2023-11-28,0.25,Cash,DHL,Sea,13.77,5,4006,150,2023-07-12,Turkey WH,Turkey,"Adams, Johnson and Edwards",755-240-0410x42276,USA,4.4,
Heather Peterson,Heather_Peterson@maroc.ma,+1-702-521-4408x69439,24254 John Squares Apt. 182,-82,Male,Malawi,Silver,Agriculture,Biofertilizers,Rhizobium-based fertilizers,80,-6,1.7530763988574514,2023-12-02,4.0,Ewallet,Hermés Internation,Sea,36.91,10,4006,150,2023-07-12,China WH,China,"Bond, Miller and Smith",(705)546-3726x6371,China,3.03,4
John Rodriguez,John_Rodriguez@youcode.ma,001-347-368-8952x750,6850 Miller Underpass Apt. 641,13,Female,Kyrgyz Republic,Bronze,Energy,Biomass,Wood pellets,11,9,1.1500295044975957,2023-12-01,0.55,Ewallet,GeoPost,Air,27.27,4,3991,150,2023-07-12,Japan WH,Japan,"Brown, Anderson and Hartman",8492746510,France,3.95,1
Eric Aguilar,Eric_Aguilar@maroc.ma,728-348-3487x89670,3822 Rachel Glens Apt. 817,-19,Male,Lao People's Democratic Republic,Gold,Energy,Biomass,Crop residues for energy generation,12,9,1.5437866984883364,2023-11-28,0.6,Cash,United Parcel Service,Ground,49.53,13,3991,150,2023-07-12,Japan WH,Japan,King and Sons,(688)800-5193x5059,Colombia,2.21,4
Susan Morrison,Susan_Morrison@youcode.ma,(907)908-5891,112 Caleb Haven,15,Female,Peru,Gold,Energy,Biofuels,Ethanol,9,7,1.2627262973127147,2023-11-29,0.45,Cash,FedEx,Ground,23.68,12,3993,150,2023-07-12,China WH,China,Berry LLC,471.377.6088x260,USA,4.69,2
Russell Lowery,Russell_Lowery@hotmail.com,001-595-977-1507,803 Manuel Mount,62,Male,Saint Lucia,Gold,Energy,Biofuels,Ethanol,9,0,1.7828366524458352,2023-11-27,0.45,Cash,Hermés Internation,Sea,41.53,12,4000,150,2023-07-12,Turkey WH,Turkey,Page-Byrd,+1-451-287-8557x21188,Turkey,1.74,3
Corey Wilson,Corey_Wilson@outlook.fr,001-515-978-5747x235,27927 Wilson Ridge Apt. 895,-43,Male,Costa Rica,Bronze,Food and Beverages,Organic Food,Organic fruits and vegetables,36,-3,1.6588939433170304,2023-11-27,1.8,Ewallet,United Parcel Service,Air,44.63,14,4003,150,2023-07-12,Turkey WH,Turkey,"Brown, Dixon and Allen",(452)503-1730x6663,Colombia,4.03,2
Marcus Fuentes,Marcus_Fuentes@yopmail.com,001-873-337-8863x0982,41921 Hale Groves Suite 113,-25,Male,Saudi Arabia,Gold,Energy,Biofuels,Biogas,11,5,0.6043269184701369,2023-11-28,0.55,Credit Card,Hermés Internation,Ground,31.99,19,3995,150,2023-07-12,China WH,China,Burton-Burns,001-797-825-2198x856,France,1.39,4
Tom Pierce,Tom_Pierce@hotmail.com,744.333.2593,08529 Michael Lights Suite 712,-26,Female,Benin,Gold,Energy,Biofuels,Biodiesel,5,-1,1.961714190947512,2023-11-29,0.25,Credit Card,DHL,Ground,47.76,5,4001,150,2023-07-12,China WH,China,Norton Ltd,794-506-1544x8392,Colombia,3.09,4
Christopher King,Christopher_King@yopmail.com,+1-514-557-4884x43350,30034 Thomas Drive,59,Male,Saint Lucia,Silver,Pharmaceuticals,Biopharmaceuticals,Vaccines,50,-4,0.8550980930983763,2023-12-02,2.5,Credit Card,United Parcel Service,Ground,34.42,23,4004,150,2023-07-12,Japan WH,Japan,Schmidt-Lopez,001-355-602-4020x4929,China,3.05,5
Kristina Valenzuela,Kristina_Valenzuela@maroc.ma,(918)778-7163x34198,122 David Light Suite 222,-21,Male,Cameroon,Gold,Energy,Biomass,Crop residues for energy generation,12,-9,0.550783587764286,2023-11-28,0.6,Cash,DHL,Ground,15.09,13,4009,150,2023-07-12,Turkey WH,Turkey,Rodriguez-Griffith,+1-602-361-3837x73722,Colombia,3.13,4
Becky Hunt,Becky_Hunt@maroc.ma,300.386.6344x482,315 Shawn Loop Apt. 666,14,Male,Guernsey,Silver,Pharmaceuticals,Herbal Medicines,Echinacea extracts,46,-10,0.21438619610997195,2023-12-01,2.3,Cash,FedEx,Sea,46.01,7,4010,150,2023-07-12,Turkey WH,Turkey,Thompson-Stewart,958-287-0534x05594,USA,2.93,
Jessica Nelson,Jessica_Nelson@yopmail.com,210-257-4176x85014,4137 Erik Stream,-57,Male,Kazakhstan,Bronze,Materials and Chemicals,Biodegradable Packaging,Biodegradable food containers,30,1,1.7105751513027472,2023-11-29,1.5,Ewallet,United Parcel Service,Sea,34.99,20,3999,150,2023-07-12,Japan WH,Japan,Ray-Soto,720.290.2731,France,2.64,5
Anthony Collier,Anthony_Collier@maroc.ma,(857)813-7116x806,642 Anthony Ford,-25,Male,Sudan,Bronze,Energy,Biomass,Wood pellets,11,2,1.2690160554654664,2023-11-29,0.55,Cash,FedEx,Ground,18.39,4,3998,150,2023-07-12,Japan WH,Japan,"Acosta, Evans and Parrish",667-685-7560x48668,France,2.19,3
John Ford,John_Ford@maroc.ma,432-727-9774x123,6474 Jennifer Curve Apt. 455,12,Female,United Kingdom,Bronze,Materials and Chemicals,Biodegradable Packaging,Biodegradable food containers,30,-8,0.6987070766813548,2023-11-27,1.5,Ewallet,FedEx,Ground,13.98,20,4008,150,2023-07-12,Japan WH,Japan,Martin and Sons,001-321-649-3108x14330,Colombia,2.61,3
Jennifer Henderson,Jennifer_Henderson@hotmail.com,700-951-6003x269,90080 Howell Centers,23,Male,Italy,Silver,Agriculture,Biofertilizers,Mycorrhizal fungi products,75,-4,0.9163869150066731,2023-11-30,3.75,Cash,Hermés Internation,Ground,46.44,9,4004,150,2023-07-12,Japan WH,Japan,Young Group,482.804.0288x433,USA,3.87,2
Carl Buchanan,Carl_Buchanan@gmail.com,292-769-0565,9859 Jones Trail Suite 981,75,Male,Tanzania,Bronze,Pharmaceuticals,Herbal Medicines,Turmeric supplements,29,-7,0.8639003265605617,2023-12-02,1.45,Ewallet,GeoPost,Air,20.8,2,4007,150,2023-07-12,China WH,China,"Young, Kemp and Lane",001-602-601-1843x36560,China,3.84,2
Paul Ferguson,Paul_Ferguson@outlook.fr,001-259-385-1150x233,33657 Middleton Estate,56,Male,China,Bronze,Pharmaceuticals,Herbal Medicines,Turmeric supplements,29,3,1.9787296480609067,2023-12-02,1.45,Credit Card,GeoPost,Ground,37.89,2,3997,150,2023-07-12,Japan WH,Japan,Miles-Ayala,508-311-8274x467,Turkey,2.82,4
Cindy Sanchez,Cindy_Sanchez@yopmail.com,4637502818,9601 Lewis Hills,84,Male,Guatemala,Gold,Pharmaceuticals,Herbal Medicines,Turmeric supplements,29,-6,1.7419254508283615,2023-11-28,1.45,Ewallet,GeoPost,Ground,39.64,2,4006,150,2023-07-12,Turkey WH,Turkey,Scott-Peters,663-680-5936,Turkey,1.9,2
Nicole Murray,Nicole_Murray@yopmail.com,471.447.8115x7179,9842 Robinson Cliffs,-81,Female,China,Gold,Energy,Biofuels,Biogas,11,5,0.9871220839673656,2023-11-28,0.55,Credit Card,GeoPost,Ground,7.65,19,3995,150,2023-07-12,China WH,China,King-Miller,(621)492-8006,China,4.64,
Veronica Burnett,Veronica_Burnett@hotmail.com,+1-702-482-3509x9331,0846 Lisa Drive,-52,Female,Finland,Silver,Materials and Chemicals,Biodegradable Packaging,Biodegradable food containers,30,-4,1.6014846014760622,2023-11-29,1.5,Credit Card,DHL,Sea,18.63,20,4004,150,2023-07-12,Turkey WH,Turkey,Wilson Group,361.740.7418x57447,Turkey,4.97,4
Christopher Thomas,Christopher_Thomas@youcode.ma,442.377.7149x9812,588 Scott Rapids Suite 414,-7,Female,Macao,Bronze,Agriculture,Biopesticides,Neem oil-based insecticides,71,3,1.9897865664485543,2023-11-28,3.55,Ewallet,United Parcel Service,Sea,5.22,6,3997,150,2023-07-12,Japan WH,Japan,Walton LLC,+1-269-798-0579,USA,4.86,4
Tina Smith,Tina_Smith@yopmail.com,001-694-253-8180x19674,401 Russell Estate Apt. 243,77,Female,Jordan,Silver,Food and Beverages,Plant-Based Meat Alternatives,Tofu,19,2,0.17575904125833242,2023-12-02,0.95,Ewallet,United Parcel Service,Sea,39.64,21,3998,150,2023-07-12,Japan WH,Japan,Garcia Group,878-734-7191,Colombia,2.16,4
John Carlson,John_Carlson@maroc.ma,001-941-804-3011x4995,84156 Vaughn Curve Apt. 923,-3,Female,Portugal,Gold,Energy,Biomass,Wood pellets,11,3,1.7979532585432616,2023-11-29,0.55,Credit Card,United Parcel Service,Ground,41.87,4,3997,150,2023-07-12,China WH,China,Nelson-Phelps,724-366-5333,Colombia,1.23,2
Benjamin Romero,Benjamin_Romero@outlook.fr,784-603-4958x815,6514 Parker Dale Apt. 299,59,Male,Pakistan,Bronze,Agriculture,Biopesticides,Neem oil-based insecticides,71,-3,1.4683899110985839,2023-11-27,3.55,Cash,GeoPost,Ground,28.43,6,4003,150,2023-07-12,China WH,China,"Blake, Cox and Bryan",001-317-901-2608x1617,China,2.9,4
Melissa Stone,Melissa_Stone@hotmail.com,001-568-403-3123x95510,607 Allen Camp Suite 661,-11,Female,Kenya,Silver,Materials and Chemicals,Biodegradable Packaging,Compostable bags,34,8,1.074742694889264,2023-11-27,1.7,Cash,United Parcel Service,Sea,38.3,17,3992,150,2023-07-12,Japan WH,Japan,Rodriguez and Sons,6443516928,USA,3.55,1
Andre White,Andre_White@outlook.fr,(620)241-5810x656,456 Mcintyre Squares Suite 482,-43,Female,South Georgia and the South Sandwich Islands,Silver,Pharmaceuticals,Biopharmaceuticals,Vaccines,50,-5,1.447400793739129,2023-11-29,2.5,Cash,FedEx,Sea,49.53,23,4005,150,2023-07-12,Turkey WH,Turkey,Carrillo LLC,4373149030,France,4.61,
Makayla Russell,Makayla_Russell@maroc.ma,527-665-4593x43997,17109 Christine Locks,85,Female,Estonia,Silver,Materials and Chemicals,Bioplastics,PLA (Polylactic Acid),23,3,1.5685110166211444,2023-12-01,1.15,Cash,United Parcel Service,Sea,27.56,18,3997,150,2023-07-12,China WH,China,Lynch-Smith,291.650.7116x005,Turkey,4.12,4
Justin Martin,Justin_Martin@yopmail.com,(534)816-2825,9343 Tracy Crossing,19,Female,Portugal,Gold,Pharmaceuticals,Biopharmaceuticals,Insulin,11,2,0.11648338997811826,2023-11-27,0.55,Cash,Hermés Internation,Air,38.66,3,3998,150,2023-07-12,Turkey WH,Turkey,Mitchell LLC,496.569.3055x574,France,2.89,3
Thomas Hoffman,Thomas_Hoffman@yopmail.com,771.714.5544,981 Michele Crest,43,Female,Turkey,Silver,Food and Beverages,Organic Food,Organic fruits and vegetables,36,-6,0.7085038373104235,2023-11-29,1.8,Cash,GeoPost,Ground,10.14,14,4006,150,2023-07-12,Japan WH,Japan,Snyder LLC,001-507-309-1024x259,China,2.31,2
John Ward,John_Ward@maroc.ma,237-443-6169,63443 Timothy View Apt. 672,-84,Female,Lebanon,Gold,Agriculture,Biofertilizers,Rhizobium-based fertilizers,80,3,1.9860046178989272,2023-11-27,4.0,Ewallet,Hermés Internation,Sea,15.37,10,3997,150,2023-07-12,China WH,China,"Foster, Mcfarland and Cameron",794-241-2394x8496,France,1.9,4
Alexis Mitchell,Alexis_Mitchell@gmail.com,722.952.5546x792,24461 George Avenue,-44,Male,Slovenia,Silver,Pharmaceuticals,Biopharmaceuticals,Vaccines,50,2,1.7203377930631496,2023-11-29,2.5,Cash,FedEx,Sea,43.04,23,3998,150,2023-07-12,Japan WH,Japan,"Solis, Lopez and Lyons",365-378-1203x020,China,2.59,3
Rita Alexander,Rita_Alexander@yopmail.com,(882)383-6994x851,1442 Graham Lights,7,Female,Canada,Bronze,Food and Beverages,Plant-Based Meat Alternatives,Seitan,16,-2,1.5229055387344128,2023-11-29,0.8,Ewallet,United Parcel Service,Sea,6.77,8,4002,150,2023-07-12,Turkey WH,Turkey,"Smith, Glover and Adams",(579)969-5941,USA,1.97,4
Alexandra Bender,Alexandra_Bender@yopmail.com,391.651.4701x43898,18552 Michael Flats,-28,Female,Slovenia,Silver,Materials and Chemicals,Biodegradable Packaging,Biodegradable food containers,30,-1,1.894968260164139,2023-11-30,1.5,Credit Card,Hermés Internation,Sea,39.63,20,4001,150,2023-07-12,Japan WH,Japan,Lowe-Greene,+1-811-226-7187x82373,Colombia,2.96,3
Dan Watkins,Dan_Watkins@gmail.com,968-494-1595x41269,89860 Sanchez Keys Apt. 128,89,Male,Malawi,Silver,Energy,Biofuels,Biogas,11,10,1.2447526328031926,2023-11-28,0.55,Cash,DHL,Air,37.84,19,3990,150,2023-07-12,Turkey WH,Turkey,Serrano-Bell,(810)619-5162,France,4.56,4
Richard Martinez,Richard_Martinez@youcode.ma,617-969-3128x409,11818 Alisha Vista,-71,Male,Turks and Caicos Islands,Gold,Energy,Biofuels,Biodiesel,5,3,0.7953467906863422,2023-12-02,0.25,Ewallet,FedEx,Air,26.5,5,3997,150,2023-07-12,Japan WH,Japan,"Turner, Zimmerman and Wise",+1-734-239-9134x01207,USA,4.7,1
Angela Haynes,Angela_Haynes@outlook.fr,2499171239,7572 Nicholas Coves,-6,Male,Saint Lucia,Silver,Energy,Biomass,Wood pellets,11,-3,1.6168536158431668,2023-11-29,0.55,Cash,United Parcel Service,Ground,49.29,4,4003,150,2023-07-12,Japan WH,Japan,Martin-Obrien,(549)457-9718x53629,China,4.81,
Mark Hamilton,Mark_Hamilton@outlook.fr,001-675-361-6497x87522,05196 Kenneth Fall Suite 354,22,Female,Somalia,Silver,Pharmaceuticals,Herbal Medicines,Turmeric supplements,29,-2,1.0063806376595403,2023-11-29,1.45,Ewallet,GeoPost,Air,45.4,2,4002,150,2023-07-12,Japan WH,Japan,Jones-Lyons,459.984.2218x9752,Colombia,3.48,5
Jerry Vargas,Jerry_Vargas@youcode.ma,(264)311-5532x09579,9891 Brianna Junctions,-17,Male,Belgium,Bronze,Agriculture,Biofertilizers,Mycorrhizal fungi products,75,-8,0.12138570750624184,2023-11-30,3.75,Credit Card,GeoPost,Ground,7.22,9,4008,150,2023-07-12,Turkey WH,Turkey,Fernandez-Miles,001-206-550-9632,Colombia,4.74,5
Micheal Strickland,Micheal_Strickland@outlook.fr,700-968-0932x9164,9531 Johnson Skyway Apt. 692,54,Male,Cambodia,Silver,Energy,Biomass,Crop residues for energy generation,12,-1,0.2998012417987621,2023-11-28,0.6,Ewallet,United Parcel Service,Air,9.17,13,4001,150,2023-07-12,Japan WH,Japan,Adams PLC,330.788.6280x3086,France,4.85,4
Javier Mendez,Javier_Mendez@yopmail.com,(411)596-0059x5584,4974 Joseph Summit Apt. 347,-19,Female,Costa Rica,Gold,Agriculture,Biopesticides,Bacillus thuringiensis (Bt) products,44,-8,0.8574200679407955,2023-12-01,2.2,Credit Card,United Parcel Service,Air,37.32,16,4008,150,2023-07-12,Turkey WH,Turkey,Scott and Sons,(951)968-7708x78355,Colombia,2.85,2
Robert Davis,Robert_Davis@gmail.com,(607)992-8615x210,59134 Melissa Turnpike Apt. 317,42,Male,El Salvador,Gold,Agriculture,Biopesticides,Neem oil-based insecticides,71,9,1.93291040484152,2023-11-29,3.55,Ewallet,FedEx,Sea,11.79,6,3991,150,2023-07-12,China WH,China,"Matthews, Hall and Abbott",+1-640-578-8977x660,Colombia,3.84,5
Shannon Cook,Shannon_Cook@outlook.fr,3019554294,02965 Dean Glen,-14,Male,Marshall Islands,Bronze,Food and Beverages,Plant-Based Meat Alternatives,Tempeh,31,6,0.5882795658462081,2023-12-01,1.55,Credit Card,GeoPost,Ground,15.57,11,3994,150,2023-07-12,Japan WH,Japan,Christian-Watson,246.563.5675x106,USA,2.0,5
